"ngram_full","ngram_tail","ngram_head","freq"
"he worked","worked","he",138
"he would","would","he",1528
"he wouldn","wouldn","he",105
"he wrote","wrote","he",233
"he yelled","yelled","he",18
"head By","By","head",2
"head I","I","head",148
"head In","In","head",3
"head Like","Like","head",5
"head When","When","head",8
"head and","and","head",336
"head back","back","head",90
"head coach","coach","head",281
"head coaching","coaching","head",35
"head down","down","head",87
"head for","for","head",95
"head go","go","head",2
"head good","good","head",3
"head has","has","head",7
"head hurt","hurt","head",10
"head ie","ie","head",2
"head knows","knows","head",2
"head like","like","head",22
"head long","long","head",2
"head man","man","head",6
"head of","of","head",541
"head on","on","head",154
"head or","or","head",27
"head out","out","head",99
"head outside","outside","head",3
"head s","s","head",15
"head so","so","head",20
"head start","start","head",31
"head that","that","head",60
"head the","the","head",59
"head this","this","head",9
"head tilted","tilted","head",2
"head to","to","head",380
"head up","up","head",121
"head with","with","head",82
"headache all","all","headache",6
"headaches for","for","headaches",5
"headed back","back","headed",78
"headed for","for","headed",117
"headed girl","girl","headed",2
"headed in","in","headed",24
"headed straight","straight","headed",11
"headed there","there","headed",5
"headed up","up","headed",23
"header of","of","header",4
"heading back","back","heading",57
"heading down","down","heading",23
"heading for","for","heading",50
"heading into","into","heading",110
"heading to","to","heading",300
"headline of","of","headline",6
"headliner show","show","headliner",2
"headphones in","in","headphones",8
"headphones were","were","headphones",2
"headquartered in","in","headquartered",22
"headquarters at","at","headquarters",10
"heads Hey","Hey","heads",2
"heads The","The","heads",7
"heads and","and","heads",59
"heads are","are","heads",11
"headtohead against","against","headtohead",2
"heal my","my","heal",6
"heal on","on","heal",3
"heal the","the","heal",18
"health Its","Its","health",2
"health agencies","agencies","health",4
"health and","and","health",298
"health business","business","health",2
"health care","care","health",802
"health coverage","coverage","health",18
"health has","has","health",14
"health insurance","insurance","health",278
"health issue","issue","health",11
"health issues","issues","health",72
"health law","law","health",7
"health now","now","health",3
"health of","of","health",80
"health plan","plan","health",19
"health reform","reform","health",12
"health s","s","health",2
"health screenings","screenings","health",10
"health social","social","health",2
"health we","we","health",3
"health wellness","wellness","health",3
"healthcare providers","providers","healthcare",7
"healthcare system","system","healthcare",9
"healthier and","and","healthier",16
"healthier than","than","healthier",17
"healthy I","I","healthy",34
"healthy and","and","healthy",148
"healthy appetite","appetite","healthy",2
"healthy bread","bread","healthy",2
"healthy choices","choices","healthy",12
"healthy diet","diet","healthy",14
"healthy salad","salad","healthy",2
"heaped praise","praise","heaped",4
"hear Glad","Glad","hear",3
"hear I","I","hear",56
"hear RT","RT","hear",16
"hear The","The","hear",13
"hear Who","Who","hear",3
"hear a","a","hear",163
"hear about","about","hear",317
"hear and","and","hear",46
"hear anything","anything","hear",23
"hear from","from","hear",258
"hear good","good","hear",7
"hear it","it","hear",344
"hear more","more","hear",69
"hear of","of","hear",66
"hear some","some","hear",56
"hear that","that","hear",383
"hear the","the","hear",487
"hear this","this","hear",67
"hear u","u","hear",12
"hear you","you","hear",227
"hear your","your","hear",102
"heard I","I","heard",36
"heard a","a","heard",178
"heard about","about","heard",189
"heard back","back","heard",20
"heard during","during","heard",3
"heard from","from","heard",180
"heard in","in","heard",77
"heard it","it","heard",185
"heard more","more","heard",8
"heard no","no","heard",8
"heard of","of","heard",503
"heard on","on","heard",53
"heard one","one","heard",13
"heard others","others","heard",2
"heard people","people","heard",18
"heard police","police","heard",3
"heard so","so","heard",15
"heard some","some","heard",25
"heard stories","stories","heard",13
"heard talk","talk","heard",2
"heard the","the","heard",349
"heard this","this","heard",75
"heard you","you","heard",107
"hearing The","The","hearing",25
"hearing a","a","hearing",42
"hearing about","about","hearing",102
"hearing back","back","hearing",2
"hearing before","before","hearing",16
"hearing from","from","hearing",73
"hearing much","much","hearing",2
"hearing officer","officer","hearing",8
"hearing several","several","hearing",2
"hearing shouts","shouts","hearing",2
"hearing them","them","hearing",12
"hearing to","to","hearing",33
"hearing where","where","hearing",6
"hearings on","on","hearings",29
"heart And","And","heart",16
"heart But","But","heart",13
"heart He","He","heart",29
"heart Hear","Hear","heart",2
"heart She","She","heart",18
"heart There","There","heart",8
"heart a","a","heart",20
"heart and","and","heart",335
"heart are","are","heart",8
"heart attack","attack","heart",190
"heart attacks","attacks","heart",34
"heart beats","beats","heart",8
"heart broken","broken","heart",16
"heart disease","disease","heart",97
"heart failure","failure","heart",35
"heart is","is","heart",211
"heart melt","melt","heart",10
"heart of","of","heart",383
"heart that","that","heart",80
"heart the","the","heart",30
"heart this","this","heart",13
"heart to","to","heart",137
"heart valves","valves","heart",5
"heart will","will","heart",22
"heartbreaking loss","loss","heartbreaking",3
"hearts I","I","hearts",19
"hearts in","in","hearts",12
"hearts to","to","hearts",20
"hearty and","and","hearty",7
"heat Add","Add","heat",55
"heat You","You","heat",2
"heat again","again","heat",4
"heat and","and","heat",207
"heat enough","enough","heat",3
"heat i","i","heat",3
"heat index","index","heat",7
"heat is","is","heat",28
"heat on","on","heat",21
"heat or","or","heat",13
"heat to","to","heat",79
"heat until","until","heat",38
"heat wave","wave","heat",21
"heated tent","tent","heated",3
"heated through","through","heated",15
"heated with","with","heated",7
"heats up","up","heats",16
"heaven He","He","heaven",3
"heaven The","The","heaven",13
"heaven and","and","heaven",78
"heaven but","but","heaven",11
"heavens we","we","heavens",2
"heavily and","and","heavily",6
"heavily to","to","heavily",11
"heavy I","I","heavy",11
"heavy and","and","heavy",46
"heavy burden","burden","heavy",7
"heavy cream","cream","heavy",34
"heavy duty","duty","heavy",13
"heavy hitters","hitters","heavy",11
"heavy in","in","heavy",10
"heavy metal","metal","heavy",34
"heavy music","music","heavy",2
"heavy or","or","heavy",11
"heavy skillet","skillet","heavy",6
"heavy smoke","smoke","heavy",6
"heavy user","user","heavy",3
"heavy with","with","heavy",21
"hectic and","and","hectic",6
"hectic atmosphere","atmosphere","hectic",2
"heeded the","the","heeded",2
"heels are","are","heels",6
"heels of","of","heels",51
"heels or","or","heels",3
"hehe I","I","hehe",27
"hehe this","this","hehe",3
"height and","and","height",56
"height had","had","height",2
"height of","of","height",117
"heist of","of","heist",3
"held April","April","held",9
"held a","a","held",177
"held around","around","held",4
"held before","before","held",5
"held captive","captive","held",12
"held in","in","held",243
"held later","later","held",8
"held little","little","held",2
"held off","off","held",33
"held on","on","held",175
"held serve","serve","held",2
"held the","the","held",131
"held their","their","held",24
"held to","to","held",56
"held up","up","held",96
"helicopter that","that","helicopter",3
"hello again","again","hello",4
"hello my","my","hello",16
"hello stranger","stranger","hello",4
"helmet on","on","helmet",9
"help I","I","help",157
"help RT","RT","help",23
"help The","The","help",55
"help Who","Who","help",2
"help a","a","help",100
"help anchor","anchor","help",2
"help and","and","help",154
"help are","are","help",4
"help around","around","help",2
"help as","as","help",30
"help but","but","help",328
"help carrying","carrying","help",2
"help combat","combat","help",5
"help control","control","help",11
"help entice","entice","help",2
"help from","from","help",199
"help further","further","help",2
"help give","give","help",13
"help her","her","help",115
"help him","him","help",166
"help i","i","help",14
"help in","in","help",138
"help it","it","help",122
"help its","its","help",8
"help kids","kids","help",15
"help make","make","help",87
"help me","me","help",628
"help more","more","help",17
"help much","much","help",9
"help myself","myself","help",34
"help of","of","help",244
"help or","or","help",33
"help others","others","help",89
"help our","our","help",38
"help out","out","help",135
"help people","people","help",115
"help plan","plan","help",13
"help prevent","prevent","help",41
"help residents","residents","help",4
"help set","set","help",12
"help support","support","help",41
"help than","than","help",5
"help thank","thank","help",4
"help the","the","help",411
"help them","them","help",289
"help those","those","help",45
"help to","to","help",212
"help us","us","help",388
"help when","when","help",37
"help with","with","help",366
"help you","you","help",671
"help your","your","help",64
"helped a","a","helped",39
"helped by","by","helped",53
"helped create","create","helped",27
"helped engineer","engineer","helped",4
"helped him","him","helped",68
"helped me","me","helped",235
"helped people","people","helped",8
"helped spur","spur","helped",4
"helped the","the","helped",119
"helped them","them","helped",34
"helped to","to","helped",95
"helped when","when","helped",4
