"ngram_full","ngram_tail","ngram_head","freq"
"on Saturday but","but","on Saturday",5
"on Saturday from","from","on Saturday",9
"on Saturday i","i","on Saturday",2
"on Saturday in","in","on Saturday",25
"on Saturday night","night","on Saturday",71
"on Saturday they","they","on Saturday",2
"on September th","th","on September",11
"on Skype with","with","on Skype",3
"on South Kingshighway","Kingshighway","on South",2
"on Sunday Even","Even","on Sunday",2
"on Sunday also","also","on Sunday",2
"on Sunday that","that","on Sunday",13
"on TV But","But","on TV",4
"on TV and","and","on TV",34
"on The Fan","Fan","on The",3
"on The View","View","on The",4
"on There are","are","on There",10
"on There s","s","on There",7
"on Thursday If","If","on Thursday",3
"on Thursday and","and","on Thursday",53
"on Thursday by","by","on Thursday",3
"on Thursday night","night","on Thursday",60
"on Thursday to","to","on Thursday",17
"on Top Chef","Chef","on Top",3
"on Tues I","I","on Tues",2
"on Tuesday A","A","on Tuesday",5
"on Tuesday April","April","on Tuesday",13
"on Tuesday May","May","on Tuesday",17
"on Tuesday as","as","on Tuesday",7
"on Tuesday for","for","on Tuesday",6
"on Tuesday the","the","on Tuesday",15
"on Tuesdays and","and","on Tuesdays",10
"on Twitter Don","Don","on Twitter",11
"on Twitter at","at","on Twitter",12
"on University Avenue","Avenue","on University",3
"on Wade Oval","Oval","on Wade",2
"on Wednesday April","April","on Wednesday",10
"on Wednesday and","and","on Wednesday",41
"on Wednesday evening","evening","on Wednesday",8
"on Wednesday will","will","on Wednesday",5
"on When the","the","on When",2
"on Which brings","brings","on Which",2
"on Wisconsin s","s","on Wisconsin",3
"on Yes I","I","on Yes",2
"on YouTube plz","plz","on YouTube",9
"on a Burger","Burger","on a",2
"on a European","European","on a",2
"on a Facebook","Facebook","on a",5
"on a PC","PC","on a",5
"on a Saturday","Saturday","on a",85
"on a South","South","on a",2
"on a Sunday","Sunday","on a",75
"on a Tuesday","Tuesday","on a",19
"on a baking","baking","on a",39
"on a bed","bed","on a",49
"on a billboard","billboard","on a",4
"on a blue","blue","on a",5
"on a boat","boat","on a",36
"on a book","book","on a",33
"on a card","card","on a",9
"on a cell","cell","on a",8
"on a circuit","circuit","on a",2
"on a conference","conference","on a",27
"on a cookie","cookie","on a",11
"on a cool","cool","on a",8
"on a crisp","crisp","on a",3
"on a daily","daily","on a",120
"on a day","day","on a",63
"on a diff","diff","on a",2
"on a few","few","on a",81
"on a front","front","on a",5
"on a global","global","on a",12
"on a good","good","on a",39
"on a high","high","on a",30
"on a journey","journey","on a",27
"on a key","key","on a",6
"on a limited","limited","on a",13
"on a monday","monday","on a",9
"on a more","more","on a",27
"on a new","new","on a",160
"on a night","night","on a",16
"on a parchment","parchment","on a",2
"on a piece","piece","on a",46
"on a pillow","pillow","on a",3
"on a plane","plane","on a",67
"on a platter","platter","on a",12
"on a quest","quest","on a",8
"on a quiet","quiet","on a",8
"on a regular","regular","on a",96
"on a roll","roll","on a",56
"on a run","run","on a",39
"on a screen","screen","on a",14
"on a second","second","on a",12
"on a semiregular","semiregular","on a",4
"on a sharp","sharp","on a",2
"on a shelf","shelf","on a",16
"on a show","show","on a",27
"on a silver","silver","on a",11
"on a similar","similar","on a",23
"on a single","single","on a",45
"on a site","site","on a",7
"on a small","small","on a",43
"on a solo","solo","on a",2
"on a stage","stage","on a",11
"on a statewide","statewide","on a",5
"on a stick","stick","on a",14
"on a summer","summer","on a",15
"on a table","table","on a",28
"on a team","team","on a",31
"on a threeyear","threeyear","on a",5
"on a ticket","ticket","on a",5
"on a topic","topic","on a",7
"on a trip","trip","on a",54
"on a tropical","tropical","on a",3
"on a wheel","wheel","on a",2
"on a white","white","on a",19
"on a wire","wire","on a",19
"on account of","of","on account",22
"on all fours","fours","on all",8
"on all races","races","on all",2
"on all the","the","on all",105
"on all those","those","on all",7
"on almost everything","everything","on almost",2
"on amazon for","for","on amazon",2
"on an American","American","on an",8
"on an agreement","agreement","on an",2
"on an earlier","earlier","on an",4
"on an iPad","iPad","on an",7
"on an old","old","on an",21
"on and get","get","on and",7
"on and how","how","on and",5
"on and off","off","on and",101
"on and park","park","on and",3
"on and stop","stop","on and",2
"on and write","write","on and",2
"on any specific","specific","on any",4
"on anything that","that","on anything",5
"on as long","long","on as",5
"on at least","least","on at",27
"on autism spectrum","spectrum","on autism",2
"on behalf of","of","on behalf",254
"on bin Laden","Laden","on bin",5
"on board the","the","on board",14
"on board with","with","on board",44
"on both days","days","on both",4
"on both sides","sides","on both",182
"on but if","if","on but",3
"on by playing","playing","on by",2
"on campus and","and","on campus",11
"on charges that","that","on charges",10
"on condition of","of","on condition",50
"on criminal charges","charges","on criminal",3
"on dancing with","with","on dancing",9
"on deepwater drilling","drilling","on deepwater",2
"on design and","and","on design",5
"on doing a","a","on doing",11
"on duty and","and","on duty",3
"on each monthly","monthly","on each",2
"on earth As","As","on earth",2
"on earth that","that","on earth",9
"on either side","side","on either",59
"on every word","word","on every",3
"on facebook By","By","on facebook",2
"on facebook I","I","on facebook",12
"on facebook and","and","on facebook",25
"on fb and","and","on fb",6
"on film for","for","on film",3
"on fire right","right","on fire",4
"on for a","a","on for",63
"on for four","four","on for",5
"on for some","some","on for",5
"on for the","the","on for",51
"on four hits","hits","on four",14
"on fourth down","down","on fourth",4
"on freedom of","of","on freedom",6
"on friday and","and","on friday",4
"on gay marriage","marriage","on gay",30
"on getting my","my","on getting",9
"on getting that","that","on getting",5
"on getting to","to","on getting",8
"on good authority","authority","on good",4
"on grounds that","that","on grounds",5
"on hand and","and","on hand",15
"on hand to","to","on hand",60
"on he said","said","on he",17
"on her blog","blog","on her",47
"on her own","own","on her",80
"on her site","site","on her",8
"on her way","way","on her",57
"on here or","or","on here",12
"on here what","what","on here",2
"on him and","and","on him",45
"on his back","back","on his",51
"on his broken","broken","on his",3
"on his cellphone","cellphone","on his",7
"on his experience","experience","on his",8
"on his face","face","on his",80
"on his head","head","on his",37
"on his iPad","iPad","on his",4
"on his knee","knee","on his",11
"on his knees","knees","on his",10
"on his little","little","on his",3
"on his motive","motive","on his",2
"on his music","music","on his",5
"on his next","next","on his",12
"on his own","own","on his",156
"on his resume","resume","on his",4
"on his shot","shot","on his",3
"on his website","website","on his",24
"on hold due","due","on hold",3
"on hold for","for","on hold",27
"on horror movies","movies","on horror",2
"on how I","I","on how",32
"on how and","and","on how",3
"on how are","are","on how",2
"on how the","the","on how",68
"on how to","to","on how",324
"on i will","will","on i",3
"on in her","her","on in",8
"on in my","my","on in",57
"on in the","the","on in",190
"on information from","from","on information",5
"on instagram just","just","on instagram",3
"on investing in","in","on investing",3
"on is that","that","on is",11
"on is to","to","on is",4
"on it As","As","on it",3
"on it Hope","Hope","on it",3
"on it I","I","on it",93
"on it Since","Since","on it",2
"on it We","We","on it",15
"on it in","in","on it",20
"on it now","now","on it",14
"on it that","that","on it",19
"on it the","the","on it",11
"on it to","to","on it",18
"on it too","too","on it",8
"on its own","own","on its",133
"on its th","th","on its",4
