"ngram_full","freq"
"income",1131
"incompatible",33
"incomplete",96
"inconceivable",16
"inconsequential",9
"inconspicuous",7
"inconveniently",2
"incorporated",134
"incorporates",50
"incorporation",15
"incorrect",103
"increase",1945
"increased",931
"increases",619
"increasing",557
"increasingly",536
"incredible",838
"incredibly",554
"increments",34
"incriminate",3
"incubating",8
"incumbent",154
"indecisive",22
"indeed",1048
"indefensible",7
"indefinite",37
"indelible",30
"indent",5
"indentation",4
"independence",212
"independent",781
"independently",109
"independents",69
"indestructible",16
"index",413
"indicate",273
"indicated",280
"indicates",147
"indicating",95
"indication",219
"indicator",79
"indictment",211
"indie",189
"indignant",14
"indignation",35
"indiscretion",6
"indiscretions",2
"indiscriminately",9
"individual",1321
"individuality",28
"individualized",14
"individually",123
"individuals",811
"indoor",256
"induced",44
"inducted",79
"induction",83
"indulge",107
"industrial",465
"industrialists",3
"industrialization",9
"industries",246
"industry",1982
"industrys",15
"inefficient",34
"inequalities",15
"inequality",85
"inevitable",295
"inexpensive",116
"inexplicable",32
"infamous",131
"infantrymen",2
"infatuated",11
"infatuation",12
"infections",109
"infertility",42
"infestation",25
"infinite",105
"infinitely",50
"inflated",57
"inflation",237
"inflicting",14
"inflows",5
"influence",818
"influenced",200
"influences",138
"influencing",40
"influential",194
"influenza",62
"info",1334
"inform",156
"informant",69
"information",3921
"informative",129
"informed",494
"infrastructure",319
"infrequent",23
"infusion",63
"ing",92
"ingenious",36
"ingrained",24
"ingredient",153
"ingredients",874
"inhabited",35
"inhabits",10
"inherent",103
"inherently",69
"inherit",48
"inherited",114
"inherits",10
"inhibit",18
"inhibition",5
"inhibits",8
"inhome",22
"inhumanity",8
"initial",628
"initially",474
"initials",52
"initiate",45
"initiative",340
"initiatives",165
"injectable",7
"injected",57
"injection",68
"injured",638
"injuries",822
"injury",1031
"ink",387
"inked",62
"inkjet",8
"inks",67
"inland",56
"inlet",11
"inmates",180
"inn",73
"innate",57
"inner",453
"inning",740
"innings",754
"innkeepers",4
"innocence",158
"innocent",397
"innocently",27
"innotech",3
"innovating",5
"innovation",278
"innovations",53
"inoperable",13
"inopportune",8
"inpatient",25
"input",251
"inquiries",69
"inquiring",30
"inquiry",182
"inroads",22
"ins",63
"insane",393
"insanity",144
"inscription",9
"insects",100
"insecure",77
"insecurity",51
"inserted",100
"inside",3059
"insider",82
"insiders",69
"insidious",28
"insight",291
"insightful",80
"insights",183
"insinuating",14
"insist",174
"insisted",311
"insistent",18
"insisting",78
"insists",162
"insomnia",78
"inspected",57
"inspectors",62
"inspiration",990
"inspirational",192
"inspire",365
"inspired",1043
"inspires",124
"inspiring",401
"instagram",195
"instagramming",2
"install",223
"installed",342
"installing",102
"installments",26
"instance",639
"instances",152
"instant",360
"instantly",287
"instead",3304
"institute",85
"instituted",37
"institution",260
"institutional",91
"institutionally",4
"institutions",405
"instructions",310
"instructors",65
"instrument",184
"instrumental",110
"instrumentalities",4
"instruments",187
"insufficient",50
"insulted",43
"insults",44
"insurance",1370
"insure",39
"insured",50
"insurer",44
"insurers",89
"intangible",25
"integral",84
"integrating",45
"integration",127
"integrity",293
"intellectual",251
"intelligence",431
"intelligent",285
"intend",197
"intended",615
"intends",134
"intense",607
"intensely",83
"intensity",218
"intent",338
"intention",278
"intentional",107
"intentionally",147
"intentions",204
"interact",164
"interacting",61
"interaction",211
"interactive",221
"intercept",12
"intercepted",47
"interceptions",106
"intercom",5
"interconnectedness",5
"interest",2183
"interested",1924
"interesting",2891
"interestrate",6
"interests",901
"interface",113
"interfere",84
"interim",197
"interior",393
"intermission",52
"intern",114
"internal",478
"international",1106
"internet",982
"interning",24
"interns",80
"internship",145
"internships",55
"interpret",99
"interpretation",201
"interpretations",49
"interpreter",40
"interrogated",18
"interrupt",67
"interrupted",114
"interrupting",28
"interscholastic",2
"intersect",20
"intersection",217
"intersections",42
"interstate",78
"intertwined",44
"intervene",63
"intervention",190
"interview",1874
"interviewed",340
"interviewing",125
"interviews",545
"interweb",3
"intestinal",19
"intimacy",73
"intimate",247
"intimidating",102
"intimidation",67
"into",26471
"intolerance",42
"intoxicated",78
"intranet",5
"intransigence",3
"intricate",73
"intrigued",132
"intriguing",219
"intro",135
"introduce",381
"introduced",707
"introduces",94
"introducing",183
"introduction",257
"intrude",19
"intruding",5
"intuitive",69
"intuitively",18
"invade",47
"invaded",67
"invaders",27
"invading",36
"invalid",43
"invasive",64
"invent",96
"invented",240
"invention",138
"inventions",42
"inventive",82
"inventor",53
"inventorying",2
"invest",304
"investigate",284
"investigated",149
"investigating",335
"investigation",1310
"investigator",129
"investigators",467
"investing",213
"investment",967
"investments",264
"investors",746
"invests",24
"invisible",213
"invitation",223
"invitational",8
"invitations",70
"invite",529
"invited",713
"invites",152
"invoices",32
"involve",313
"involved",2148
"involvement",313
"involves",410
"involving",497
"inwardly",17
"inwords",3
"ios",8
"ipa",4
"ipad",68
"iphone",153
"ipod",102
"ireallywant",20
"iron",370
"irony",191
"irrational",86
"irrelevant",157
"irrespective",24
"irresponsible",77
"irritability",11
"irritable",21
"irritated",93
"irritates",29
"is",210035
"isI",10
"ish",208
"island",609
"islands",155
"isn",3903
"isnt",1559
"isolation",106
"issue",3119
"issued",739
"issues",2840
"it",172119
"italics",9
"itbut",25
"itching",71
"itchy",56
"item",507
"items",1465
"itgood",2
"itim",4
"itit",16
"itll",120
"its",28443
"itself",2149
"itson",3
"itthis",3
"ive",246
"ivealwayswantedto",2
"ivory",45
"j",80
"jab",32
"jackass",36
"jacket",407
"jackets",119
"jacking",15
"jade",15
"jail",665
"jailed",52
"jails",49
"jaja",2
"jalepenos",4
"jam",391
"james",32
"jamming",67
"jar",220
"jars",147
"jaunty",11
"jaw",104
"jazz",468
"jcdl",2
"jealous",652
"jealously",7
"jealousy",86
"jeans",486
"jeez",36
"jelly",203
"jenny",6
"jeopardizing",8
"jerk",173
"jersey",372
"jerseys",116
"jet",217
"jetlagged",4
"jetliners",4
"jets",100
"jewel",66
"jeweler",12
"jibe",6
"jig",18
"jihadists",9
"jill",4
"jk",213
"job",7199
"jobbut",4
"jobless",101
"jobs",2676
"johnny",19
"join",1938
"joined",1111
"joining",627
"joins",180
"joint",478
"joints",120
"joke",939
"joked",119
"joker",18
"jokes",413
"joking",166
"jolly",42
"jon",10
"jonathan",6
"jones",37
"jordan",31
"jordans",12
"jot",19
"journal",311
"journaling",31
"journalism",235
"journalist",220
"journalists",242
"journals",118
"journey",1056
"journeying",9
"jovial",17
"joy",953
"joyful",87
"joyous",70
"joys",91
"js",22
"jschool",4
"judge",1424
"judged",163
"judgement",89
"judges",514
"judging",188
"judgment",356
"judgments",54
"jugglers",8
"jugs",16
"juice",752
"juicer",10
"juices",112
"juicy",167
"julienne",6
"july",35
"jump",1046
"jumped",550
"jumping",344
"jumpsuit",8
"jungle",96
"junior",626
"juniors",42
"junk",234
"junkie",49
"junta",19
"jurisdiction",88
"jurist",7
"jurors",194
"jury",677
"jus",235
"juss",31
"just",50597
"justice",784
"justification",94
"justified",116
"justifies",29
"justify",215
"justin",203
"justly",15
"justopened",6
"jutting",13
"juvenile",149
"juxtaposition",28
"jw",7
"k",816
"kabocha",2
"kale",115
"karat",9
"kathy",8
"katt",2
"kay",23
"kayaking",37
"keen",166
"keep",8891
"keeper",115
"keepin",44
"keeping",1517
"keeps",1157
"keg",67
"keha",6
"kentucky",20
"kept",2120
"kernel",17
"kernels",21
"ketchup",94
"kettlebell",10
"key",2062
"keys",372
"keyword",33
"khakis",31
"kick",1119
"kickass",40
"kicked",497
"kicking",382
"kickoff",147
"kicks",314
"kickstarter",23
"kid",1999
"kiddies",30
"kidding",502
"kiddos",104
"kidnapped",108
"kidnapping",86
"kidnappings",13
"kidney",146
"kids",6214
"kik",21
"kill",1483
"killed",1852
"killer",479
"killers",99
"killing",1145
"kills",318
"kilograms",8
"kilts",10
"kind",5927
"kinda",1036
"kindergartner",14
"kindling",8
"kindly",160
"kindness",234
"kinds",655
"king",449
"kingdom",188
"kinks",17
"kinna",4
"kiosk",36
"kiss",599
"kissing",124
"kit",322
"kitbuilt",4
"kitchen",1490
"kits",117
"kitten",76
"kleptomaniac",2
"km",119
"knaves",3
"knee",748
"knees",352
"knew",4043
"knife",355
"knitting",155
"kno",276
"knock",397
"knocked",419
"knocking",164
"knockoffs",13
"knockout",44
"knolls",2
"know",31724
"knowing",1265
"knowitall",10
"knowledge",1225
"known",3290
"knows",2587
"knowthats",2
"knuckles",37
"kodak",3
"kohlrabi",6
"kook",4
"kosher",62
"kourtney",4
"kraals",2
"kraut",8
"kroger",9
"kudos",67
"kugel",4
"l",274
"la",536
"lab",365
"label",551
"labels",233
"labor",743
"laboratory",74
"labors",15
"labour",105
"labourer",9
"lace",197
"lack",1519
"lacking",239
"lacks",152
"lacrosse",123
"lad",49
"ladies",939
"ladle",12
"lady",1308
"lag",73
"lager",101
"laid",626
"laidoff",13
"lake",469
"lamb",258
"lame",350
"lament",32
"lamp",138
"lampoon",3
"lamps",71
"land",1746
"landing",256
"landings",18
"landline",17
"landlines",2
"landlocked",11
"landlord",93
"landmark",146
"landmarks",57
"lands",219
"landscape",406
"landscaping",73
"lane",351
"lanes",241
"language",1316
"languages",200
"lap",323
"lapse",45
"lapses",23
"laptop",497
"laptops",84
"lard",20
"large",3505
"largely",648
"larger",1026
"largescale",89
"largeschools",8
"largest",1206
"lark",15
"lasagna",51
"laser",95
"laserfocused",3
"lash",28
"lashes",57
"last",22114
"lasted",257
"lasting",164
"lastminute",84
"lasts",199
"latching",5
"late",4591
"lateinning",4
"lately",971
"latenight",71
"later",5990
"lates",7
"latest",1644
"latkes",5
"latter",379
"lattes",31
"lauded",46
"laugh",1335
"laughable",39
"laughed",394
"laughing",684
"laughs",280
"laughter",245
"launch",717
"launched",574
"launching",201
"launder",11
"laundering",55
"laundry",442
"lauren",22
"lavender",99
"lavish",70
"law",4155
"lawmakers",628
"lawmaking",9
"lawman",8
"lawn",294
"laws",1029
"lawsuit",620
"lawsuits",187
"lawyer",804
"lawyers",482
"lay",781
"layer",490
"layered",124
"layers",323
"laying",384
"layoffs",186
"layout",267
"layover",25
"lays",83
"laziness",58
"lazing",5
"lazy",533
"lb",163
"lbj",2
"lbs",301
"ld",4
"lead",3390
"leader",1274
"leaders",1572
"leadership",864
"leading",1475
"leads",948
"leaf",209
"league",1485
"leaguehigh",3
"leaguers",7
"leagues",174
"leah",4
"leaking",83
"lean",302
"leaned",86
"leaning",155
"leans",50
"leap",215
"leaping",37
"leapt",24
"learn",3211
"learned",2229
"learning",1913
"lease",280
"leases",56
"leash",69
"least",6818
"leather",338
"leave",4179
"leaves",1344
"leavin",17
"leaving",1811
"lecture",226
"lectures",102
"lecturing",20
"led",2152
"ledge",35
"leek",18
"leeward",4
"left",8299
"leftfield",37
"lefthand",14
"lefthander",78
"lefthanders",9
"leftist",36
"leftover",173
"leftwing",33
"lefty",77
"leg",814
"legacy",305
"legal",1560
"legalized",26
"legally",233
"legend",307
"legendary",251
"legends",84
"leggings",64
"legion",26
"legions",32
"legislation",829
"legislative",392
"legislator",60
"legislators",297
"legislature",229
"legit",224
"legitimate",261
"legs",924
"lemon",645
"lemonthyme",2
"lemur",5
"lend",133
"lender",69
"lenders",150
"length",525
"lengthened",15
"lengthy",202
"lenient",13
"lens",213
"lesbian",150
"lesbians",59
"less",5647
"lessen",49
"lesser",162
"lesserknown",17
"lesson",641
"lessons",571
"lest",71
"let",8944
"lethal",78
"lets",1221
"letter",1552
"letters",711
"letting",820
"lettuce",185
"levain",2
"levee",41
"levees",38
"level",2750
"levels",1142
"levied",28
"levy",136
"liabilities",51
"liability",177
"liars",70
"liberal",371
"liberalism",28
"liberals",111
"liberation",44
"libero",4
"liberties",87
"liberty",165
"librarians",146
"libraries",273
"library",1306
"licence",53
"licences",13
"license",669
"licensed",167
"licensing",139
"lid",168
"lie",979
"lieing",5
"lies",680
"lieutenant",81
"life",15777
"lifeI",8
"lifebut",4
"lifechanging",28
"lifelong",175
"lifestyle",412
"lifethreatening",64
"lifetime",482
"lift",435
"lifted",266
"lifting",151
"light",3474
"lighten",52
"lightening",52
"lighter",266
"lightly",328
"lightning",196
"lights",876
"lightweight",81
"ligit",3
"like",50777
"liked",1537
"likelihood",103
"likely",2783
"likeminded",41
"liken",15
"likes",1270
"liking",282
"lil",589
"lilac",38
"lime",281
"limit",824
"limitations",166
"limited",1132
"limiting",143
"limits",507
"limo",62
"line",4850
"linebacker",273
"lined",374
"linemates",4
"linemen",56
"liner",102
"lines",1495
"lineup",715
"linger",81
"lingered",53
"linguist",9
"linings",11
"link",1674
"linked",449
"linking",145
"links",635
"lion",195
"lip",265
"lips",420
"liqueur",39
"liquid",366
"liquidation",23
"liquidity",26
"liquidy",6
"liquor",269
"list",4153
"listed",674
"listen",1909
"listened",456
"listeners",130
"listenin",19
"listening",1683
"listing",246
"lists",499
"lit",303
"lite",39
"liter",90
"literal",105
"literally",1030
"literarily",3
"literary",303
"literature",341
"litigation",153
"litre",26
"littered",50
"littering",10
"little",15275
"littleknown",29
"littleused",9
"liturgical",17
"live",6836
"lived",1560
"livedin",8
"livein",12
"liver",194
"livery",12
"lives",3144
"living",3381
"lk",4
"ll",15939
"lmao",950
"lmaoo",49
"lml",12
"lo",78
"load",443
"loaded",420
"loading",109
"loads",238
"loaf",140
"loan",593
"loaned",36
"loans",654
"loaves",55
"lobbied",40
"lobbies",27
"lobby",278
"lobbying",138
"lobbyists",92
"lobster",152
"local",4703
"localised",3
"locally",256
"locals",214
"locate",123
"located",725
"location",1122
"locations",551
"lock",312
"locked",431
"locker",291
"lockeroom",4
"locking",70
"locks",108
"locs",3
"lodges",13
"lodging",64
"loe",3
"loft",70
"loftier",4
"lofty",73
"log",234
"logging",79
"logic",227
"logical",189
"logistical",31
"logo",332
"logos",58
"logs",87
"loin",41
"lol",9318
"lone",173
"lonely",335
"long",11063
"longanticipated",2
"longer",2880
"longest",336
"longevity",57
"longrange",31
"longstanding",97
"longstory",2
"longterm",577
"longtime",502
"longwinded",21
"look",11530
"looked",3068
"lookin",239
"looking",7715
"looks",4240
"loom",27
"looms",52
"loony",11
"looong",4
"looooool",2
"loop",242
"loopholes",49
"loose",542
"loosely",83
"loosen",51
"loosing",49
"looting",31
"lord",225
"los",63
"lose",2163
"loser",192
"loses",264
"losing",1226
"loss",2264
"losses",526
"lost",4631
"lot",10662
"lotion",84
"lots",2257
"lottery",289
"loud",893
"louder",132
"loudest",51
"loudly",144
"lounge",220
"lousy",84
"lout",30
"love",25975
"loved",2774
"loveit",8
"lovelies",33
"loveliness",14
"lovely",1719
"lover",288
"lovers",330
"loves",1529
"loveseat",7
"lovestruck",5
"loveymusicbedtime",2
"loving",1137
"lovingly",68
"low",2210
"lowcost",64
"lowdown",14
"lower",1450
"lowered",130
"lowerincome",21
"lowerpriced",13
"lowest",369
"lowincome",178
"lowkey",59
"lowlifes",3
"lowpriced",5
"lows",103
"loyal",306
"loyalty",200
"lreileysptimescom",2
"luck",2218
"lucked",29
"luckier",13
"lucky",1383
"lucrative",108
"ludicrous",39
"lug",25
"luggage",127
"lump",92
"lumpy",20
"lunatic",33
"lunch",2523
"luncheon",101
"lunchrooms",2
"lunchtime",77
"lung",138
"lungs",138
"lure",110
"lurking",74
"lurks",25
"luscious",50
"lush",144
"lusted",7
"luv",313
"luxury",378
"lying",530
"lyrical",58
"lyricists",7
"lyrics",443
"m",37310
"ma",320
"macadamia",12
"machine",983
"machinery",90
"machines",351
"macho",22
"macro",44
"mad",1225
"madcap",8
"made",15986
"madman",17
"madness",200
"madwoman",4
"magazine",817
"magazines",300
"magic",768
"magical",355
"magnate",24
"magnates",2
"magnet",95
"magnets",39
"magnificent",159
"magnificently",12
"magnolia",18
"mags",29
"mahogany",25
"mahomie",42
"mahomies",47
"mail",760
"mailed",95
"mailer",18
"main",2009
"mainline",19
"mainly",399
"mainsail",2
"mainstream",293
"maintain",653
"maintained",231
"maintaining",214
"maintains",99
"maintenance",342
"major",2850
"majority",1019
"majorleague",43
"majors",131
"mak",12
"make",24263
"makeout",8
"makeover",94
"maker",331
"makers",256
"makes",6985
"makeshift",62
"makeup",516
"making",7286
"malaise",17
"malaria",35
"male",766
"males",124
"malevolent",18
"malfeasance",6
"malice",28
"malign",6
"mall",488
"malls",88
"malt",204
"mama",378
"mamacita",5
"man",10354
"manage",651
"manageable",66
"managed",983
"management",1078
"manager",1764
"managerial",33
"managers",349
"manages",247
"managing",362
"mandate",231
"mandatory",171
"mandolin",26
"manga",47
"mango",115
"manhole",12
"manifest",81
"manifestation",55
"manipulation",66
"manipulative",33
"mankind",115
"manly",76
"manmade",46
"manned",22
"manner",477
"mannerisms",22
"manners",102
"mano",7
"mans",224
"manson",4
"mantra",122
"mantras",11
"manual",166
"manually",48
"manufactured",102
"manufacturer",144
"manufacturers",223
"manufactures",30
"manufacturing",427
"many",15946
"map",585
"mapped",29
"maraschino",15
"marathon",432
"march",330
"marched",101
"margarine",34
"margaritas",79
"margin",215
"marginal",28
"marginally",27
"margins",92
"marijuana",421
"marinade",59
"marinas",3
"mariners",11
"mark",926
"marked",419
"marker",124
"market",3129
"marketers",73
"marketing",1266
"marketplace",105
"markets",816
"markings",27
"marks",386
"marred",37
"marriage",1528
"marriages",135
"married",1410
"marries",26
"marrow",53
"marry",389
"marrying",80
"marshmallow",44
"marshmallows",55
"martial",81
"martinis",49
"martyr",24
"marveled",23
"mary",42
"masala",38
"maschine",2
"mascot",61
"mash",106
"masher",11
"mashing",21
"mashup",46
"mask",239
"mason",31
"masquerading",19
"mass",576
"massage",292
"massages",48
"masse",20
"masses",134
"masseuse",9
"massive",800
"master",710
"masters",159
"mat",147
"match",1367
"matched",224
"matches",299
"matching",296
"matchup",176
"mate",248
"material",982
"materialism",26
"materials",577
"mates",122
"math",630
"matinee",36
"mats",65
"matte",41
"matter",3687
"matterI",2
