"ngram_full","ngram_tail","ngram_head","freq"
"or until meat is tender","tender","or until meat is",2
"order that there may be","be","order that there may",2
"organized the event traded in","in","organized the event traded",2
"other Debbie Nichols said Then","Then","other Debbie Nichols said",2
"other deeply because love covers","covers","other deeply because love",2
"other half of the year","year","other half of the",2
"other members of the TNF","TNF","other members of the",2
"other side of the pond","pond","other side of the",4
"other way of looking at","at","other way of looking",2
"others to do the same","same","others to do the",5
"our country Happy Veterans Day","Day","our country Happy Veterans",2
"our thoughts and prayers to","to","our thoughts and prayers",2
"out I was pregnant with","with","out I was pregnant",3
"out The rest of the","the","out The rest of",2
"out a knife and demanding","demanding","out a knife and",2
"out all the stops to","to","out all the stops",2
"out and it was like","like","out and it was",3
"out and leave her a","a","out and leave her",2
"out how to get an","an","out how to get",2
"out how to get the","the","out how to get",5
"out of bed in the","the","out of bed in",11
"out of my way to","to","out of my way",10
"out of the car and","and","out of the car",24
"out of thin air It","It","out of thin air",2
"out of town during the","the","out of town during",3
"out of town for the","the","out of town for",7
"out on the back deck","deck","out on the back",2
"out one of your shows","shows","out one of your",2
"out some of the best","best","out some of the",4
"out that you don t","t","out that you don",3
"out the window when you","you","out the window when",2
"out to see us and","and","out to see us",4
"out to the show last","last","out to the show",3
"out what s going on","on","out what s going",2
"out which one it is","is","out which one it",2
"oven and preheat the oven","oven","oven and preheat the",4
"over a multitude of sins","sins","over a multitude of",3
"over and over and then","then","over and over and",2
"over at Wild Orchid Challenge","Challenge","over at Wild Orchid",2
"over medium heat Add the","the","over medium heat Add",11
"over on the other side","side","over on the other",2
"over the President s declining","declining","over the President s",2
"over the course of several","several","over the course of",9
"over the course of the","the","over the course of",51
"over the death of his","his","over the death of",2
"over the last three years","years","over the last three",9
"over the next couple of","of","over the next couple",25
"over the next few years","years","over the next few",21
"over the next month and","and","over the next month",2
"over the place It s","s","over the place It",2
"over the safety of the","the","over the safety of",2
"over to the table and","and","over to the table",2
"own hits with the Miracles","Miracles","own hits with the",2
"own views on samesex marriage","marriage","own views on samesex",2
"pace in nearly seven years","years","pace in nearly seven",2
"parents have to be aware","aware","parents have to be",2
"part of our Taco Tuesday","Tuesday","part of our Taco",3
"part of the game s","s","part of the game",2
"part of what makes the","the","part of what makes",2
"parts of the state s","s","parts of the state",2
"party is in full swing","swing","party is in full",2
"passes for yards and touchdowns","touchdowns","passes for yards and",4
"passes from her they are","are","passes from her they",2
"past years there have been","been","past years there have",2
"pay attention to their limitations","limitations","pay attention to their",3
"pay for a lavish lifestyle","lifestyle","pay for a lavish",2
"paying attention to the way","way","paying attention to the",7
"pears poached in red wine","wine","pears poached in red",2
"peeled cored and sliced apples","apples","peeled cored and sliced",2
"peeling the squash with a","a","peeling the squash with",2
"pens and some of the","the","pens and some of",2
"people Thanks for the follow","follow","people Thanks for the",2
"people This is my first","first","people This is my",2
"people all over the world","world","people all over the",13
"people and maybe when you","you","people and maybe when",2
"people are expected to participate","participate","people are expected to",3
"people are going to hate","hate","people are going to",2
"people in my life that","that","people in my life",4
"people need to take the","the","people need to take",2
"people to get involved in","in","people to get involved",2
"people who don t know","know","people who don t",11
"peppers and pineapple and cook","cook","peppers and pineapple and",2
"percent Germany s DAX index","index","percent Germany s DAX",6
"percent according to exit polls","polls","percent according to exit",2
"percent against the dollar to","to","percent against the dollar",2
"percent and France s CAC","CAC","percent and France s",7
"percent of the US population","population","percent of the US",7
"percent of the nation s","s","percent of the nation",10
"percent of the state s","s","percent of the state",14
"percent of the work force","force","percent of the work",4
"percent or more of their","their","percent or more of",2
"percent stake in the company","company","percent stake in the",5
"percent to percent according to","to","percent to percent according",3
"perfect the way they are","are","perfect the way they",2
"perfect way to get the","the","perfect way to get",2
"performed all over the world","world","performed all over the",2
"perhaps the reason why the","the","perhaps the reason why",2
"permit for the school in","in","permit for the school",2
