"ngram_full","ngram_tail","ngram_head","freq"
"have to like it","it","have to like",3
"have to love the","the","have to love",2
"have to make money","money","have to make",3
"have to make that","that","have to make",8
"have to pay for","for","have to pay",59
"have to rely on","on","have to rely",32
"have to respect a","a","have to respect",2
"have to say and","and","have to say",3
"have to say i","i","have to say",2
"have to say is","is","have to say",13
"have to say it","it","have to say",24
"have to say its","its","have to say",5
"have to say on","on","have to say",2
"have to say that","that","have to say",78
"have to speak about","about","have to speak",2
"have to start with","with","have to start",6
"have to study for","for","have to study",4
"have to take his","his","have to take",2
"have to take the","the","have to take",26
"have to talk about","about","have to talk",15
"have to tell me","me","have to tell",15
"have to think about","about","have to think",29
"have to try to","to","have to try",18
"have to wait a","a","have to wait",15
"have to wait another","another","have to wait",7
"have to work around","around","have to work",4
"have to work at","at","have to work",10
"have to work out","out","have to work",8
"have to work together","together","have to work",2
"have told the story","story","have told the",2
"have used it for","for","have used it",2
"have won in a","a","have won in",3
"have won the MVP","MVP","have won the",2
"have you done for","for","have you done",3
"have you found your","your","have you found",2
"have you have to","to","have you have",4
"have you on the","the","have you on",8
"have you seen the","the","have you seen",20
"haven t been on","on","haven t been",67
"haven t been told","told","haven t been",3
"haven t done well","well","haven t done",4
"haven t even started","started","haven t even",10
"haven t grown out","out","haven t grown",2
"haven t heard it","it","haven t heard",2
"haven t lost a","a","haven t lost",2
"haven t posted a","a","haven t posted",4
"haven t seen many","many","haven t seen",2
"haven t won a","a","haven t won",8
"haven t written a","a","haven t written",4
"havent been paying attention","attention","havent been paying",2
"having a child with","with","having a child",3
"having a good time","time","having a good",35
"having a good year","year","having a good",2
"having a great day","day","having a great",43
"having a great time","time","having a great",36
"having so much fun","fun","having so much",17
"having the world s","s","having the world",2
"having three kids in","in","having three kids",2
"having you back RT","RT","having you back",2
"he already knows what","what","he already knows",2
"he also said he","he","he also said",5
"he and I were","were","he and I",2
"he and his colleagues","colleagues","he and his",3
"he and his family","family","he and his",20
"he appeared to be","be","he appeared to",5
"he appears to have","have","he appears to",5
"he asked me what","what","he asked me",2
"he calls himself a","a","he calls himself",2
"he came to our","our","he came to",2
"he can jump in","in","he can jump",3
"he can t play","play","he can t",4
"he chose to kill","kill","he chose to",2
"he could do the","the","he could do",2
"he could get himself","himself","he could get",2
"he could hear the","the","he could hear",4
"he could not get","get","he could not",2
"he couldn t find","find","he couldn t",5
"he d ever been","been","he d ever",2
"he d rather be","be","he d rather",6
"he did I don","don","he did I",2
"he did at the","the","he did at",6
"he did it and","and","he did it",6
"he did the rest","rest","he did the",2
"he did the same","same","he did the",5
"he did what he","he","he did what",3
"he didn t come","come","he didn t",4
"he didn t have","have","he didn t",48
"he didn t know","know","he didn t",69
"he didn t leave","leave","he didn t",5
"he didn t make","make","he didn t",7
"he didn t mind","mind","he didn t",4
"he didn t seem","seem","he didn t",4
"he didn t talk","talk","he didn t",3
"he didn t want","want","he didn t",32
"he died at the","the","he died at",2
"he doesn t have","have","he doesn t",58
"he expects to be","be","he expects to",6
"he followed up with","with","he followed up",3
"he gave Calvin Coolidge","Coolidge","he gave Calvin",3
"he got his start","start","he got his",2
"he got involved in","in","he got involved",2
"he had just been","been","he had just",3
"he had made a","a","he had made",6
"he had not seen","seen","he had not",6
"he had the good","good","he had the",3
"he had ties to","to","he had ties",2
"he had with a","a","he had with",4
"he has already been","been","he has already",4
"he has kept his","his","he has kept",2
"he has learned from","from","he has learned",4
"he has pitched in","in","he has pitched",2
"he has such as","as","he has such",2
"he hasn t made","made","he hasn t",2
"he hasn t said","said","he hasn t",2
"he is but it","it","he is but",2
"he is concerned about","about","he is concerned",3
"he is going to","to","he is going",50
"he is not an","an","he is not",3
"he knew I was","was","he knew I",2
"he knew about the","the","he knew about",4
"he knew how to","to","he knew how",5
"he looked like he","he","he looked like",2
"he lost control of","of","he lost control",5
"he loved me I","I","he loved me",2
"he met with the","the","he met with",3
"he needed to go","go","he needed to",3
"he needs to work","work","he needs to",6
"he pleaded guilty to","to","he pleaded guilty",10
"he probably could have","have","he probably could",2
"he pulled out our","our","he pulled out",2
"he put on a","a","he put on",4
"he ran out of","of","he ran out",4
"he received Honor has","has","he received Honor",3
"he released his first","first","he released his",3
